,id,eng_anger,eng_joy,eng_trust,eng_sadness,eng_disgust,eng_fear,eng_anticipation,eng_surprise,it_anger,it_joy,it_trust,it_sadness,it_disgust,it_fear,it_anticipation,it_surprise
10,10,1.3671364092000933,-1.399337748307315,2.6563437858035224,-1.0911072131389237,-1.413425124406196,0.0443532762572742,0.2592844906245515,-1.007193502633244,0.6844736443943389,-0.5566787420557909,2.197013616101888,-0.4267400625414627,-1.8841852202038976,-0.2385708119050959,0.8663592628415927,0.783356139863989
11,11,2.697236608870657,-0.2630050344840617,-0.6375387592343724,1.5395138705984188,-0.0565854201905388,0.847281809409427,0.3015663141845487,-0.5097206839635738,2.200520894999604,-1.479805960498911,2.5644356462949243,1.0425533064130617,0.2912483095108431,0.7510422731652371,0.6884193719790135,1.26440167667655
12,12,-0.182331239372368,2.6900191041158714,4.045502313853656,-0.9799554085866544,-1.4021817638956735,-1.012244173894345,2.906128055782906,1.1065416286304277,-2.05256342493294,0.6635012345369816,4.162406202445406,-0.7266937704918843,-1.406402049649585,-1.7936096346937809,2.0287566780017228,-0.096525646936839
13,13,-0.6955503511408856,0.2120295822748458,2.686469478568481,-0.5109649665079494,-0.3711509432658564,-0.3987645862508763,0.8477079608661424,0.682523632789935,-0.976857283552418,0.2467707901039248,3.0192365746813783,-0.4283002526282359,-1.6955360964010426,-2.065655981184704,-0.4135146985836507,-0.1595493169603126
14,14,-1.1475820245453996,-1.678499008393458,1.861139257755168,-2.7741038505998734,-1.9987142820256008,0.2613020765840575,2.400732514078427,-1.035444725275105,-2.3349085114271686,-0.372276507925551,3.9419681476341424,-1.3487512119320584,-2.0753509258413736,-0.107585954345547,2.4867219277679697,-1.2606726184775063
15,15,-0.9332645624064334,0.1016257607117088,3.158202016072812,-1.952388208030137,-1.7874408836401,-1.9317514658272936,1.1493535552283458,-1.2870619640772023,-0.8355287003699745,-0.2991870153516253,2.1600421096048663,-1.0269114885120687,-0.7713341601160159,-0.6947304790088488,0.8146513885557715,-1.5523395351941454
16,16,-0.5515528318445928,-0.4844424911582158,1.521420089391844,0.7198418934818328,-1.0718002089394756,0.6121770999408693,1.2531853800287158,-0.7913087550703016,-0.5797608268237928,0.2467707901039248,4.68196438083909,-0.8454758233700242,-1.6955360964010426,-1.2757301757603428,1.5248354510272115,1.0222974753382994
17,17,-0.2760007400805392,-1.197553733782152,3.657894776102877,0.047018709332201,-1.490996852213848,-1.1139720107004552,1.826852231828604,-1.035444725275105,-0.9692619913656548,-1.034391608262764,3.7220294443641055,-0.1824746385498536,-1.856388388003406,-0.8609639251561532,0.6563093477849228,-1.6676638560276795
18,18,-1.0091019840652706,1.2928451144620368,1.8694492009368828,-1.8085580030296795,-1.535428966727986,-1.3591594358247625,0.2182141910320486,0.8545184001090254,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,-1.2787670840478351,1.1959121830873498,5.350427428541429,-2.398034083436172,-1.101104371274917,-1.6527411735263235,0.4811213706831088,0.1566601637709729,-2.1439398323319265,1.3352725943672783,2.8657567907048698,-1.904435872953056,-1.1105380971647978,-1.6853557884166444,1.9963506246859088,0.3986842848033503
20,20,-2.155881893069883,1.427179161299215,3.158202016072812,-1.952388208030137,-1.7874408836401,-1.9317514658272936,1.1493535552283458,-1.2870619640772023,-1.199537457651933,1.2143382293059195,2.375054416426504,-2.323473106970016,-1.5071090450969504,-1.2380038807696216,1.7132350157773657,0.0617078545483095
21,21,-1.7803813946969955,0.1625236350394801,2.257025207085272,-0.6658906080985215,-1.265746602534074,-0.7056838251754834,3.256020681275924,-0.2440231932656965,-2.877604247307175,0.4153564222104736,3.9024020704487983,-1.6306602997742763,-1.125635358379746,-1.814187502351703,1.718473295139632,-0.0595791365973242
22,22,-1.0091019840652706,-1.5506558704251407,2.9756321600711333,0.5125859580779308,-0.3021526882316118,-0.1755663131907168,0.2182141910320486,-0.6668793448922068,-0.5693655462586389,-1.006015364821565,1.672458030192342,0.5970177053818387,0.2912483095108431,0.7510422731652371,1.718473295139632,-0.0595791365973242
23,23,-2.4005312853648206,1.6800688603895586,3.805506107791697,-3.137964434154266,-2.7328039037008027,-2.7458970086436025,1.591140726427487,-0.145355312579937,-1.4926610266780531,-1.479805960498911,3.010424454346216,-0.7395890977118302,-0.6533408024162163,-0.5315726145932329,0.1733924103987042,-0.0595791365973242
24,24,-1.6066024541561748,-0.0225015697019555,2.6043058801320056,-1.6109284870217149,-1.9781354729786516,-2.604349749292369,0.5529552042737014,-0.4453967550481046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,3.1143512554243946,-0.9544432426141276,2.2051952176673253,3.474308378883811,1.8791938812115667,3.66941464880044,0.2601078621620674,-0.1876887538560575,-0.5693655462586389,-0.0584341734668725,1.672458030192342,-0.7395890977118302,-0.6533408024162163,-0.9591109105127228,0.6884193719790135,-0.7215695432342614
26,26,-1.6683959370487886,0.2255254012288008,2.1659155218914,-1.5381381688810551,-1.874416162689667,0.6934053939075477,0.4371435420158834,-0.9765830860515268,-2.02524559363682,-1.0101107814238166,2.379806568557681,-0.3004173463475394,-1.6500366722271538,1.3394032506198827,0.7323409372472098,-0.1095171356386786
27,27,1.8293473563462093,-0.7175473098524099,1.7695501757529657,0.936980204786319,-0.6102703276159643,0.4446461025223102,1.542418511895849,-0.478448608273512,2.005747032871944,0.0043839273565639,1.968428754155068,0.2425356250363328,0.7877118101250561,0.1065143881855431,2.439961663818904,1.3986800133566544
28,28,-0.6955503511408856,0.8677911769393177,2.686469478568481,0.1331085206869447,-1.0849027572386571,0.8409180653062517,0.8477079608661424,-0.227507877596645,0.5370030456176631,-0.1047524038409438,-0.663012314917721,0.7210181230354178,0.1050672699483355,0.134604110692003,1.1066206159681895,-0.1267553931606019
29,29,-0.6955503511408856,0.8677911769393177,0.8393934428835056,-1.1550384537028435,-0.3711509432658564,0.2210767395276877,0.8477079608661424,-1.1375393879832252,0.0621565704442331,-0.4762192787985422,-0.7718949722934138,1.0444867589791458,-0.1968492770778761,-0.1434809870397533,1.3964786407602854,0.8424417975969354
30,30,-1.566530838799162,1.225176569670364,2.2237231741754737,-2.691173105133725,-2.262711489073371,-0.4286843431215749,2.091499445429841,-1.4093145524054769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,-1.2767780265541329,0.3655271979186188,3.837941894717933,-0.366321571473228,-1.1711232647951697,-1.0206502417216494,0.4420923829601723,-0.8749375972111051,-0.1826643700951676,-0.2019033737213931,2.1878726716025225,0.8232264595971291,-1.6955360964010426,-1.2757301757603428,1.5248354510272115,-0.7504727131096186
32,32,-0.3219558970747085,0.1016257607117088,1.9411684838674896,-0.6391225972475334,-1.104342456771272,-0.6538563395909364,1.1493535552283458,-1.2870619640772023,-0.5126919202296742,1.082629478137782,2.7780605519461976,-0.8293181221305072,-0.7838015273916005,-0.5316333376695455,1.691654872428783,-0.4181684473974074
33,33,-0.7353177787421783,0.5033556835144728,1.7856442829070664,0.2279141830310576,-1.6536427867127454,0.3501338577435766,-0.6610048355653557,-1.0742758625826914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,-0.4765186645973179,0.591177603987743,2.6043058801320056,-0.3135364169371123,-1.290486988745053,0.2872302832306169,1.2805278414759402,0.3743518738747875,-1.003384637171196,1.885198632599188,1.835858312481632,-1.6993488600553877,-1.3110904680847215,-2.1932093733219418,2.052102415765114,2.4997043502466445
35,35,-1.6066024541561748,0.591177603987743,4.491484054140705,-2.259624522064016,-1.9781354729786516,-1.447717736283175,-0.1746174329285374,-0.4453967550481046,-2.108277955873095,0.2531206335492548,5.009125857934642,-2.323473106970016,-2.000165439348952,-2.1170598907835543,0.7658239471447209,-0.5766492614686856
36,36,-2.479437309534049,1.3685830725203414,2.6563437858035224,-1.5803929589411314,-2.5062796020398523,-2.1733105366064445,2.0271332903374035,-1.007193502633244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,0.1871989999212468,-0.2651564830210424,0.6353805345313186,0.4652895229611236,-0.7868241133229867,0.5715746269754506,0.2378125874292304,-0.2166042701536112,-0.2752879278525488,-0.0450656957542982,0.2340465712286633,-0.7338748373578564,-1.870637529884376,-0.8132451937472767,-1.0466581362766183,-0.8626659508562957
38,38,0.3646624787447365,-0.8650722229095094,0.1803727146304179,-2.1085029040799226,-1.4021817638956735,-0.4966698917749841,1.5901455399566846,-1.3283910505074328,-0.976857283552418,-1.099251701372029,4.266282429299662,-0.8454758233700242,-1.231005659030894,-0.8807672730481624,0.0710728388190648,-1.3413961092589246
39,39,-0.304411771423535,-1.5574777323093236,2.0768805540571886,-1.628244607749601,-1.565473359190836,-0.5193067098656854,0.5337454418941466,-0.9610744623271416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,0.8863146943583254,1.3685830725203414,2.6563437858035224,-0.112535721534508,-0.3205706467725394,0.9314188014027616,2.0271332903374035,1.2818826397150385,-1.1612979809387096,-1.988138364484967,4.074803031573587,0.0792758218950541,-1.8841852202038976,-1.6328158165452662,-0.6565378788721441,-1.1588491655839177
41,41,0.2893527682570163,0.7644024610054619,1.3326517177648285,-1.295755402638835,-0.421244029902444,-0.0149087764727575,1.8662060844767945,-1.2870619640772023,-1.57823532606954,1.2022699192076312,2.049094336403872,-0.4919737966198097,-1.19884700825662,-0.9904599505986184,1.727005062577926,-0.4730451359044194
42,42,-1.0983263681492736,-0.0081424693877568,1.4830546155678777,-1.642302484957678,-1.893884251743171,-0.6040570788036949,-0.4337100454278918,-1.7975156940343324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,-0.5515528318445928,0.5802662806180825,1.521420089391844,-0.3492302255505921,0.0524657444935407,-0.391391916355638,2.5147814001918527,-0.0631105142080607,-2.0244886649799567,1.0580186956724351,2.120651735237204,-0.8813949326254822,-2.1538488989488087,-0.6436362498692489,3.0552057028776107,0.793550246092575
44,44,-1.6672119736730555,0.7241449174846013,3.528723639638258,-1.2282720127527766,-0.918790827479799,-1.3591594358247625,0.8358015241416198,0.8545184001090254,-2.2798116743516883,0.7743105906874858,3.886796526820522,-2.006490162255873,-1.4339128147362727,-1.9975828545442813,1.398804798949126,0.2952749227763158
45,45,-1.0382170952368803,0.0479118947299333,3.1173152880546176,-1.9528384040992297,-2.196066162372492,-1.896745440800399,1.2531853800287158,-0.0631105142080607,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
46,46,-2.01916330901026,1.688117913885684,1.861139257755168,0.047018709332201,0.032155437221411,-2.0308214022234634,2.97461279632825,-1.035444725275105,-0.6604626498584484,0.3855621123447715,1.1344589120507744,-1.5982810671681769,-1.2541841404320029,-0.910644907666608,1.7771177165936831,0.2871502982832332
47,47,-2.0619652471058063,0.2731797318449052,3.7588319977449194,-2.735016446135182,-2.649959453877279,-1.7644035593890663,0.5354177820076513,-1.8935124337758236,-0.1826643700951676,0.6954449539292428,1.3565087685236663,-1.2626513941118127,-1.231005659030894,-0.8807672730481624,1.040247913624496,-0.7504727131096186
48,48,-1.8233123937236817,0.3199582194322843,2.941179571218445,-2.1085029040799226,-2.005703326548044,-0.4966698917749841,0.2741630241304628,-1.3283910505074328,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
49,49,-0.497675390034534,1.904305650787486,2.5870613573237646,0.4652895229611236,-0.7868241133229867,0.5715746269754506,-0.6217509815920846,-0.2166042701536112,-0.5693655462586389,-0.0584341734668725,0.7804804140897597,0.1514821043506157,-1.125635358379746,1.178580569084727,4.293608103041178,2.5883824899504244
50,50,-1.6683959370487886,-0.7995900589021111,3.174099628279949,-0.0219012006521944,-1.874416162689667,-1.5975815903684905,2.923267951584889,-0.249598158469745,-1.5865642376144042,-0.5488729816869142,2.379806568557681,0.643302066262532,-2.129698495549001,-0.6717127413018631,0.7323409372472098,-1.2829150174816648
51,51,-0.3858267774408633,-0.8325190284675397,1.783192063540428,-0.6658906080985215,-1.265746602534074,-0.7056838251754834,0.3384394256523362,-0.8976567466559546,-0.5126919202296742,-0.4991343697907952,4.690666783922925,-0.8293181221305072,-1.833535715862494,-1.9347711790261173,-0.5969424747127495,0.2154201092653309
52,52,-0.258483877570939,1.2506408613597129,1.6618234686971252,-0.527313523395148,-1.3148889499464826,0.6934053939075477,1.6802057468003864,1.2043716966938185,-1.0124130406763825,0.0639519262204318,0.5741249934407456,-1.2703549454234684,-0.8527004552993547,-1.3114565070879256,1.3525044520011484,0.6097595745522271
53,53,-2.01916330901026,-0.716608459170846,2.759517016929022,-1.833729663955849,-1.9987142820256008,1.178151468107066,1.2529719495787806,0.3006129847572886,-2.5850153128319806,-0.8571874848916776,2.04398250650854,-1.3346806462084693,-1.973714020893728,-0.0334592281716946,1.8069452964161163,0.0739733690824182
54,54,-0.258483877570939,-0.7995900589021111,4.1822837346684985,-0.527313523395148,-2.433943375432851,-0.6811867966580752,1.6802057468003864,-0.9765830860515268,-0.4923378485481037,-0.535597382096118,3.6497946011590257,-0.7266937704918843,-1.406402049649585,-1.3114565070879256,-1.3525044520011484,-0.8028108684259052
55,55,-1.7803813946969955,1.1575662985465,2.730858350630115,-0.6658906080985215,-0.7248292510237859,-1.5359000900878168,3.8395369324006414,-0.2440231932656965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,56,-1.3841275835146885,0.5033556835144728,0.4916991503657138,-0.523451255532869,-1.6536427867127454,-0.2864731563356537,2.616705092857896,0.827097345528267,0.027737343580175,-0.535597382096118,0.5741249934407456,-0.1830325955603001,-0.2989988609491243,-0.8293033794820706,2.0287566780017228,0.6097595745522271
57,57,-0.2273714293863525,-1.263059327461367,3.3232424899725683,-0.366321571473228,-0.6247204973946241,-1.0206502417216494,-0.1805729451527464,-1.598026520526068,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
58,58,-0.9314139901111712,-0.0242662788676666,2.935166606617884,-1.8839177579232191,-1.7392307744929614,-0.5568735518573961,1.7688884581398816,0.0830014589230805,-1.8514587995741023,-0.8724015439562542,1.1366982946529265,-0.1854684191454312,-1.5155390966733535,-1.8184444344447503,2.9260098040218727,0.2812259414338945
59,59,-0.258483877570939,0.2255254012288008,2.1659155218914,-2.043550491624009,-0.7553617372032985,-1.139384193513283,1.6802057468003864,-0.9765830860515268,-1.1383015141335144,-0.1162242968754043,2.1781948827273823,0.4315781109133079,-0.6307478266750552,-0.075342226784658,-0.127496148612015,-0.6461434960606021
60,60,-1.5749807627899868,-0.4846297229849785,2.966487358787206,-1.4998608770528812,-0.7921109440057669,-0.75786586128966,1.411444538011798,-1.415486892349317,-1.1078963823051455,-2.1180604282065545,0.7243109530667848,-0.1972587120707921,0.1112203944705892,0.9981560006437988,-1.1278713009877763,-0.4418360821684622
61,61,-0.4206879361739776,0.6050884626430528,2.5294712026054618,-0.6480222301358805,-0.9611906605084374,-0.2427311417618466,2.652691504217462,0.1433527105924805,-2.4639269496592364,-0.5488729816869142,1.5258089961087524,-1.2441367589576109,-2.129698495549001,-1.8783823364549104,1.2305320510208222,0.4771818052828144
62,62,-2.326184623721913,1.9941137232986048,2.808543085227204,-1.4490454280443452,-1.7175260321957155,-0.5227720750281618,1.68742303918601,-1.598026520526068,-0.7221618225773822,-0.9876162194647102,2.604975023882979,-1.7113385077500816,-0.800770354216435,-1.0661096346783423,0.8639712734327295,0.1239698553210647
63,63,-0.5299424426494596,-0.9342517364051616,2.118708579742256,-0.2385747379029404,-0.7675934703069495,1.6755816671700277,0.26558381949409,-0.5554713020236931,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
64,64,-1.8014813251380228,0.9083893730452808,4.352641299463297,-1.990407356329904,-1.7175260321957155,-1.0206502417216494,1.064757711073091,-0.8749375972111051,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,-0.7293249574894726,0.3199582194322843,3.49334094253605,0.7128658346532476,-2.005703326548044,-0.4966698917749841,-0.3838282337826481,-0.516746824128146,-1.9543087668877608,-0.5322247691442188,2.118446838243633,0.1514821043506157,-1.5979299143432757,-0.5315726145932329,1.718473295139632,-1.3835599498711986
66,66,-0.4123930494211612,1.0499941351953468,4.5496101178876085,-1.871327042092493,-0.5479292154764761,0.1674251552704954,0.5354177820076513,-1.3024055345742134,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,-1.6672119736730555,-0.4132554764702698,4.634906598772508,-1.2282720127527766,-1.535428966727986,-1.3591594358247625,2.070976190360762,-0.6668793448922068,-1.5361552409789108,-2.2472827123468395,2.87895962639165,-2.2481159838622946,-1.3110904680847215,-1.6807772767513949,1.3964786407602854,-0.8148207550527737
68,68,-2.155881893069883,0.7644024610054619,4.375235548278135,-1.952388208030137,-1.7874408836401,-1.9317514658272936,1.1493535552283458,-1.2870619640772023,-2.168146653738294,1.1441191177545609,3.0192365746813783,-2.097002535595389,-2.1600665337711917,-3.2505446893212446,2.4940105258326426,-0.1595493169603126
69,69,-1.1553588899329743,1.3615787455292256,2.547294609076343,-0.6696795797911388,-2.7600884446412124,-0.3596876504544623,1.411444538011798,0.5812814510901585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,70,1.3671364092000933,-0.9380176115027058,2.6563437858035224,-0.112535721534508,-0.8669978855893676,0.9314188014027616,1.437850357099786,-1.007193502633244,-0.0466083563845156,-1.5536436017431798,1.8217574359578332,-1.8448097002494956,-1.3086686216270471,-0.0639207238840216,1.1195055356433998,-0.4181684473974074
71,71,-0.0239381518983448,-1.323011807787931,1.4793596499698412,0.3810454083293062,-1.5967431122378437,1.2291091026031236,-1.2495274907331708,-1.1587584313473709,-0.0466083563845156,-0.4991343697907952,2.7780605519461976,-0.8293181221305072,-2.358402810097941,1.33921711747255,-0.5969424747127495,-1.6853455607228842
72,72,-1.9946026356469997,1.3615787455292256,3.804872858208932,-1.9149515256837524,-1.7760996943234897,-1.5542222829600556,0.8937998419194515,1.246870898903317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,73,-0.3219558970747085,-0.5611509395820443,3.766718782175473,-1.295755402638835,-1.104342456771272,-0.6538563395909364,0.4325010259798973,0.5603954006269158,-1.0054176013913645,0.8174997281001806,2.3152814303729725,-2.360140533266712,-2.1290425238435238,-1.4237049299697722,2.265744029990928,0.5619514869490163
74,0,0.4762109866123286,-0.6646856131598863,1.444582061488039,0.2472806866700422,-0.6922126243937559,0.6722247969871792,-0.9365637801887168,1.078755921879167,-0.850039949781191,-0.6767378115122925,1.3871308585925977,0.030391438213607,-0.4149354994791834,-0.6036645835146152,-0.2229882438741497,-1.3877533259291783
75,1,-0.8170077859495884,1.1691783423106612,3.0494199907015647,-1.5630702409767918,-0.4382384968626677,-1.6854357754038216,-1.15555724385724,-0.8762302154233782,-1.448661143556354,3.820950074907794,1.7813941921678558,-0.6809973330188231,-1.3432226953731987,-0.9645257417184234,0.7006227308283303,-1.0311764471870395
76,2,-2.406079320060312,0.0784882373084741,3.765458748695624,-2.6168745141628182,-2.268327632944037,-1.590574553477161,0.7549726000832122,-1.1125962118459676,-1.7680698027751611,-1.5049024138981528,2.50828650505116,0.778445455622234,-0.5914954898640844,1.2741584625694031,0.699968832877421,-0.6802721633088762
77,3,-1.17732702662411,2.008162214324668,1.2741868479748657,-1.6831195771638656,-1.6547568141844564,-0.6809624800979575,1.9147491567127448,-0.1578264403136095,-1.5184927479818768,1.589597346463303,-0.1101418092577908,-0.5569546432480139,-1.0403038398681077,-1.6820335133326347,0.7395417373794119,-0.4307478135072376
78,4,-1.1136402808198054,0.7057878324241244,2.5612278308770646,-1.626922003688167,-1.582357536982748,0.0797314071880366,1.2400299004897484,-0.1203255274390238,-1.256800818971829,1.4180490611899377,1.990255983816876,-0.9095760015179768,-1.1585690504541084,-1.051719654687988,1.6068996867344087,1.129057267685806
79,5,-2.3032305694907573,1.1759822386674907,1.444582061488039,-0.9209745259443304,-1.8427045208930728,-1.3699771179105809,1.797929008683449,0.2594476267810655,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
80,6,-1.8626414161854736,1.7764254526080745,1.769124035652558,-0.6017950053477074,-1.6801666420749408,-0.5630404519159148,1.1236415763900105,-0.7372396713812541,-2.6040366125979326,1.3676578671375577,1.6627966718878475,-1.5383564956344151,-1.0789917727190992,-0.9302679432600136,0.699968832877421,-0.0800320192128089
81,7,-1.615760628620285,1.826184872147936,1.1542585054265513,-0.8332261736427538,-1.37971687760769,-1.1486734962187173,-0.2798324806676356,-0.9245763173402718,-2.735367071698528,3.95349024151447,1.095401857040325,-1.4859838960019698,-2.13937002342182,-2.047972154140304,2.676077682155018,3.160323427831371
82,8,0.4476641473887832,0.1756882176083449,0.8943506981632364,0.5381857663725333,1.0987804321969266,0.6591927155608753,0.5239671571524331,-0.940133367768663,-1.0086536379372386,0.6674582818327409,1.2107774487355611,-0.4237931320512876,-0.6312528736393428,-1.195665277191799,1.165372540082542,-0.3606053267133406
83,9,-1.615760628620285,0.9820316184585972,1.8878973859942745,-0.8332261736427538,-1.37971687760769,-1.1486734962187173,2.42822378385787,-0.9245763173402718,-1.7566354745089157,0.9369638477199468,1.616474526129419,-1.089317355660241,-2.161927229929941,-1.6546347586915264,2.0861284244935128,0.0405428542738296
84,10,-1.1136402808198054,0.7057878324241244,1.0793216606492548,-0.9236415986356452,-0.7285674990424164,-0.623781009176993,1.2400299004897484,-1.182021357783352,-0.4502686240934553,-0.1756601152863765,-0.3770352075868438,-0.8790569916034929,1.400752689703325,-0.2450614794933155,0.5054648622032465,-0.6211495565912797
85,11,-1.8644828787393493,2.7602828938470148,1.2741868479748657,-1.0134433528281102,-1.6547568141844564,-1.965797348207311,1.0637495315070804,0.8285888116464506,-1.5184927479818768,2.291923125460344,1.160725220639795,-1.2226374837834888,-1.7594078766432968,-2.305008888641018,0.7395417373794119,1.3394486803581227
86,12,-1.4589348903214436,1.2283040731669037,3.0008274624786995,-1.7959090236256998,-2.182820625326997,-1.3015172865995892,2.969027549543832,-1.325874168331434,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
87,13,-0.9033003142916484,2.9154734385918046,1.4840914854457752,0.3451091269509848,-2.107998351897353,-1.3055715131516998,-0.2849856197715621,0.4334432571259159,-1.891210302152428,-0.0810943800976678,3.473925939765784,-0.7159439968977452,-0.8693979772287055,-1.4144840155355247,0.0409437158676124,-1.046028534275682
88,14,-2.1753652102108934,-0.7432092487456167,3.140183796578345,-1.41960704353188,-1.8144148757331304,-2.1284880452288704,2.318097136027156,-1.5132888984074686,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
89,15,-1.6700732755701435,3.0211470428336984,1.309621699285442,-0.4784174743660344,-1.430110299109051,-1.0874850238444194,1.8155405599898944,0.822260459268868,-0.611845177945282,2.0471994297929257,1.4709042950019078,-1.896632788756888,-0.9491732399258724,-1.6134666889088187,0.1273442092232585,-0.2440179541084243
90,16,-1.7930700252504717,0.2735175746757148,3.340170321337573,-2.620762132700241,-2.287577257435881,-1.015877132514862,0.9966833899320446,-0.224272284415338,-0.4403010090204422,-1.2624745631983694,1.5874433018055634,-1.0906268920152469,-0.3415501331915686,0.3310734466870887,-0.6193046422601404,0.7858739966662946
91,17,-1.191453947049523,0.5624262880583651,3.047694090266381,-0.9209745259443304,-1.2674585726434144,-0.8594266391861408,1.797929008683449,-0.5598606683170361,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
92,18,-0.9033003142916484,1.8336651125837136,5.305786297752492,-2.08523683749257,-2.107998351897353,-2.2516378270297435,0.8942652206624878,-0.9572837710855784,-1.820287688166995,0.5093879248273252,4.474796317429052,-1.7208334043810871,-1.6396365343935742,-1.960996078011766,1.1099918518902734,-1.0588913831418107
93,19,-1.6563993468566998,2.00232205417099,3.0494199907015647,-1.5630702409767918,-1.3449388351992215,-1.6854357754038216,0.89572780441005,0.2666787612158107,-2.170206373725172,3.696574683454427,0.5252917056910023,-1.888320324318964,-1.7594078766432968,-2.305008888641018,1.5098977138162992,0.4543504334254425
94,20,-2.332751565405948,0.4034949821499201,3.570626529853675,-1.3652366061692582,-1.5050942807293957,-2.444752444753667,0.479608904541735,-1.556401054640449,-2.8328097083584423,0.2916068592472933,1.1464352219300418,-0.528732582657882,-1.9251699199898,-0.6692723562762242,1.0867430070425186,-0.3851868602482446
95,21,-0.3139322166992779,2.179161488077425,1.004617736978568,1.564928523728573,-1.287978122514698,-0.6037326197063437,0.2290811307406718,-0.3892538343724901,-2.274453303969261,0.3396847561025325,1.4885107778126216,1.222242752039781,-1.1585690504541084,0.3220796039755666,-0.8339605969127944,-1.575271517190376
