,eng_anger,eng_joy,eng_trust,eng_sadness,eng_disgust,eng_fear,eng_anticipation,eng_surprise,it_anger,it_joy,it_trust,it_sadness,it_disgust,it_fear,it_anticipation,it_surprise
0,0.4762109866123286,-0.6646856131598863,1.444582061488039,0.2472806866700422,-0.6922126243937559,0.6722247969871792,-0.9365637801887169,1.078755921879167,-0.850039949781191,-0.6767378115122925,1.3871308585925977,0.03039143821360702,-0.4149354994791834,-0.6036645835146152,-0.22298824387414976,-1.3877533259291785
1,-0.8170077859495884,1.1691783423106612,3.0494199907015647,-1.5630702409767918,-0.43823849686266775,-1.6854357754038216,-1.1555572438572401,-0.8762302154233782,-1.448661143556354,3.820950074907794,1.7813941921678558,-0.6809973330188231,-1.3432226953731987,-0.9645257417184234,0.7006227308283303,-1.0311764471870397
2,-2.4060793200603117,0.07848823730847419,3.7654587486956235,-2.6168745141628182,-2.268327632944037,-1.590574553477161,0.7549726000832122,-1.1125962118459676,-1.7680698027751613,-1.5049024138981528,2.50828650505116,0.778445455622234,-0.5914954898640844,1.2741584625694031,0.699968832877421,-0.6802721633088762
3,-1.17732702662411,2.0081622143246673,1.2741868479748655,-1.6831195771638656,-1.6547568141844564,-0.6809624800979575,1.9147491567127446,-0.15782644031360954,-1.5184927479818768,1.589597346463303,-0.11014180925779081,-0.5569546432480139,-1.0403038398681075,-1.6820335133326347,0.7395417373794119,-0.4307478135072376
4,-1.1136402808198054,0.7057878324241244,2.5612278308770646,-1.626922003688167,-1.582357536982748,0.07973140718803666,1.2400299004897484,-0.12032552743902382,-1.256800818971829,1.4180490611899375,1.990255983816876,-0.9095760015179768,-1.1585690504541084,-1.051719654687988,1.6068996867344087,1.129057267685806
5,-2.3032305694907573,1.1759822386674907,1.444582061488039,-0.9209745259443304,-1.8427045208930732,-1.3699771179105809,1.797929008683449,0.2594476267810655,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
6,-1.8626414161854736,1.7764254526080745,1.769124035652558,-0.6017950053477074,-1.6801666420749408,-0.5630404519159148,1.1236415763900105,-0.7372396713812541,-2.6040366125979326,1.3676578671375577,1.6627966718878475,-1.5383564956344151,-1.0789917727190992,-0.9302679432600136,0.699968832877421,-0.08003201921280895
7,-1.615760628620285,1.826184872147936,1.1542585054265513,-0.8332261736427538,-1.37971687760769,-1.1486734962187173,-0.27983248066763566,-0.9245763173402718,-2.7353670716985277,3.95349024151447,1.095401857040325,-1.4859838960019698,-2.1393700234218196,-2.047972154140304,2.676077682155018,3.160323427831371
8,0.4476641473887832,0.17568821760834494,0.8943506981632364,0.5381857663725333,1.0987804321969266,0.6591927155608753,0.5239671571524331,-0.940133367768663,-1.0086536379372386,0.6674582818327409,1.2107774487355611,-0.42379313205128766,-0.6312528736393428,-1.195665277191799,1.165372540082542,-0.3606053267133406
9,-1.615760628620285,0.9820316184585973,1.8878973859942745,-0.8332261736427538,-1.37971687760769,-1.1486734962187173,2.42822378385787,-0.9245763173402718,-1.7566354745089157,0.9369638477199469,1.616474526129419,-1.0893173556602407,-2.1619272299299412,-1.6546347586915264,2.0861284244935128,0.04054285427382967
10,-1.1136402808198054,0.7057878324241244,1.0793216606492548,-0.9236415986356453,-0.7285674990424164,-0.623781009176993,1.2400299004897484,-1.182021357783352,-0.4502686240934553,-0.17566011528637654,-0.37703520758684383,-0.8790569916034929,1.4007526897033247,-0.24506147949331558,0.5054648622032465,-0.6211495565912797
11,-1.8644828787393493,2.7602828938470148,1.2741868479748655,-1.0134433528281102,-1.6547568141844564,-1.965797348207311,1.0637495315070804,0.8285888116464506,-1.5184927479818768,2.291923125460344,1.1607252206397953,-1.2226374837834888,-1.7594078766432968,-2.305008888641018,0.7395417373794119,1.3394486803581227
12,-1.4589348903214436,1.2283040731669035,3.0008274624786995,-1.7959090236256998,-2.182820625326997,-1.3015172865995892,2.969027549543832,-1.325874168331434,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13,-0.9033003142916485,2.9154734385918046,1.4840914854457752,0.3451091269509848,-2.107998351897353,-1.3055715131516998,-0.2849856197715621,0.4334432571259159,-1.8912103021524282,-0.08109438009766784,3.4739259397657833,-0.7159439968977452,-0.8693979772287055,-1.4144840155355247,0.04094371586761246,-1.046028534275682
14,-2.1753652102108934,-0.7432092487456167,3.140183796578345,-1.41960704353188,-1.8144148757331302,-2.1284880452288704,2.318097136027156,-1.5132888984074686,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
15,-1.6700732755701437,3.0211470428336984,1.309621699285442,-0.47841747436603443,-1.430110299109051,-1.0874850238444194,1.8155405599898942,0.822260459268868,-0.611845177945282,2.0471994297929257,1.4709042950019078,-1.8966327887568877,-0.9491732399258725,-1.6134666889088187,0.1273442092232585,-0.2440179541084243
16,-1.7930700252504717,0.27351757467571486,3.340170321337573,-2.620762132700241,-2.287577257435881,-1.0158771325148621,0.9966833899320446,-0.224272284415338,-0.4403010090204422,-1.2624745631983694,1.5874433018055634,-1.0906268920152467,-0.34155013319156863,0.3310734466870887,-0.6193046422601404,0.7858739966662946
17,-1.191453947049523,0.5624262880583651,3.047694090266381,-0.9209745259443304,-1.2674585726434144,-0.8594266391861408,1.797929008683449,-0.5598606683170361,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
18,-0.9033003142916485,1.8336651125837138,5.305786297752492,-2.08523683749257,-2.107998351897353,-2.2516378270297435,0.8942652206624878,-0.9572837710855785,-1.820287688166995,0.5093879248273252,4.4747963174290515,-1.7208334043810873,-1.6396365343935742,-1.960996078011766,1.1099918518902734,-1.0588913831418107
19,-1.6563993468566998,2.00232205417099,3.0494199907015647,-1.5630702409767918,-1.3449388351992215,-1.6854357754038216,0.89572780441005,0.2666787612158107,-2.1702063737251716,3.696574683454427,0.5252917056910023,-1.8883203243189637,-1.7594078766432968,-2.305008888641018,1.5098977138162992,0.45435043342544257
20,-2.332751565405948,0.40349498214992013,3.570626529853675,-1.3652366061692582,-1.5050942807293957,-2.444752444753667,0.479608904541735,-1.556401054640449,-2.8328097083584423,0.2916068592472933,1.1464352219300418,-0.528732582657882,-1.9251699199897996,-0.6692723562762242,1.0867430070425186,-0.3851868602482446
21,-0.31393221669927796,2.179161488077425,1.004617736978568,1.564928523728573,-1.287978122514698,-0.6037326197063437,0.22908113074067188,-0.3892538343724901,-2.274453303969261,0.3396847561025325,1.4885107778126216,1.222242752039781,-1.1585690504541084,0.3220796039755666,-0.8339605969127944,-1.575271517190376
22,-1.7068730615653314,0.8608394895542758,3.140183796578345,-1.934579368875972,-1.8144148757331302,-2.1284880452288704,0.43346531811889905,-0.8553372034476996,-0.6621956427670054,0.4462790789685321,1.403012921633989,1.003220074429795,-1.9996010207690371,0.42234864552686596,1.904296304388686,-0.3691630264169067
23,-2.47180952049321,0.9082107293366453,2.362311824551909,-1.5946525563180751,-2.0463475421554507,-1.5121503896995339,0.7989385328298619,-0.6311420196458603,-2.274453303969261,4.653141976452152,1.990255983816876,-0.9095760015179768,-2.265482155983511,-2.8834519995727272,-0.8339605969127944,-0.8991893209713305
24,-0.24381413431506135,-1.3444279939870503,2.915805083208915,-1.6878612582475871,-2.022333062378728,0.1885676236434568,-0.15469070431793452,-2.1865187140870783,-0.3915596787425258,-2.16627915836812,3.817650900004915,0.36944080359419407,-2.387988418686909,-0.22620824601953654,-0.2596686053659114,-1.0078049596982694
25,-1.615760628620285,0.9820316184585973,-1.0466581362766185,-0.002768193267916189,-0.5791074708720866,-0.4075938212388996,-0.27983248066763566,0.06959176582131073,0.13960293585430283,-1.5097875731575914,-0.37703520758684383,0.9396816117140784,0.7073107641076194,0.3293013630691427,1.2524572694001623,-0.6211495565912797
26,2.4051473090241684,0.13950793972243217,0.2043523211370905,0.5040427530102592,0.8146327478013683,1.134677818873319,-0.06414568480590388,0.5570229705158684,2.2294291503132655,0.3631647891747687,2.5294427092607927,0.16301400886719605,0.8237216662888499,1.4776090074748969,2.6075655338981796,2.2614175235065446
27,-2.876109659249805,0.3823029502053953,3.218576759489869,-2.263812264543141,-1.497914030002543,-2.779712355391313,2.35200178829956,0.8951486908822311,-1.9097065346441424,0.7792027183641742,2.8044831797471437,-1.775427006192345,-0.9722459323216035,-2.4478911782468495,4.080373710699423,0.12953221159475284
28,-0.8170077859495884,2.00232205417099,1.4775540161131293,-0.7181674080163638,-1.3449388351992215,-0.16474184270864428,1.9213703285436952,0.2666787612158107,-3.663722320871006,4.283905372711238,3.6057985358031166,-1.7637079006404797,-2.9793381354120583,-3.558952762137581,1.3284252668816556,0.9868433532160865
29,-1.3058616334681108,0.3080714808763069,2.9024745893122543,-1.0351253435748908,-0.804882905862963,-1.5121503896995339,1.4247389501900671,-0.6311420196458603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2.6378660634504776,-2.0947858730384064,0.3456090020816557,0.2049282299067003,-1.6337686519082624,2.5867534983818756,-0.6981310468609366,-1.7852741819862652,0.6080354537119618,-1.6105309678816029,1.843248566921331,-1.3693603236340992,-2.297324565612538,1.2633100702533744,0.8337432268471263,-0.8950725151564365
31,-1.1041783275422128,2.1485877174984185,1.9435885946022178,0.28510423205932306,-1.6990693487761548,0.6379740134090596,3.561094394899278,-0.7968048149054956,-2.21988330393673,2.492594800456053,0.9857426511607847,-1.48530319270935,-2.0664569382752016,-1.393787164618232,3.49343449099091,1.153563462240948
32,-0.16915758990538876,0.5332606153247804,4.634851588371645,-0.9070743887739482,-1.284069731380125,-0.9875637227006729,2.231496989247018,-0.44474619646527963,-0.7989095872119418,-0.3332633420814682,4.473774275530996,-1.880034058893336,-1.3478486569387405,-1.6348950776687667,1.3645313188319979,-0.20047504801347707
33,-2.258060825968294,0.6081636405595371,2.5898233013131873,-2.1062924081387915,-2.5799667128589934,-3.1000213853212326,3.6651879960199163,-1.7852741819862652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,-1.17732702662411,-0.24819982424237466,0.6151246852292453,-0.34376712849235447,-1.6547568141844564,-0.6809624800979575,1.0637495315070804,-0.15782644031360954,-2.1593656055171975,-0.18246623173716942,3.3284925986896896,-1.197974050694186,-2.267674956528069,-2.5179795226293002,1.077033969854672,0.8868598762909012
35,-1.615760628620285,0.13787836476925866,2.6215362665619977,-0.8332261736427538,-1.37971687760769,-1.8897531711985351,-0.27983248066763566,0.06959176582131073,-0.857526625749298,1.9393060211396198,2.185391970089938,-0.0701075765518854,-1.6412224912584867,-1.8911304856963909,2.7605762840581,1.7156409249998894
36,-0.21442592065921248,0.4513805955443109,1.215963006326337,-0.3817210084860724,0.09095608449760499,0.4902927267270464,2.3675732214153653,-1.156820310580117,-1.6843081572412637,-0.8737336565229346,1.9725334197192468,-0.9703654429827694,-0.6046770155833029,-0.5567381618500137,2.8153550634392674,-0.6656212916077162
37,-0.9033003142916485,-0.32995153943246786,1.9618033369841148,-2.08523683749257,-2.107998351897353,-0.8325383562126781,2.6631414813135628,-0.9572837710855785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,-1.8462983603065195,1.4461247195822968,4.78408708621878,-1.626922003688167,-0.7285674990424164,-2.0308058419070525,1.2400299004897484,-0.12032552743902382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
